score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS000327,0.999971499415738,35086,35087,0,0,Autism spectrum disorder,EFO_0003756
PGS000328,0.3157894736842105,18,57,0,0,Systemic lupus erythematosus ,MONDO_0007915
PGS000329,0.9919478948462324,6371445,6423165,0,0,Coronary heart disease,EFO_0001645
PGS000330,0.9898415193758952,6371986,6437380,0,0,Type 2 diabetes,MONDO_0005148
PGS000331,0.9903920016741344,6124083,6183494,0,0,Atrial fibrillation,EFO_0000275
PGS000332,0.9999996870505263,6390806,6390808,0,0,Breast cancer,EFO_0000305
PGS000333,0.9999488404723326,6606447,6606785,0,0,Prostate cancer,EFO_0001663
PGS000334,0.7272727272727273,16,22,0,0,Late-onset Alzheimer’s disease ,EFO_1001870
PGS000335,0.9996450709811703,1078706,1079089,0,0,Breast cancer,EFO_0000305
PGS000336,0.8210862619808307,257,313,0,0,Chronotype,EFO_0008328
PGS000338,0.7938144329896907,77,97,0,0,Atrial fibrillation ,EFO_0000275
PGS000339,1.0,22,22,0,0,Cutaneous melanoma,EFO_0000389
PGS000340,0.0,0,28,0,0,Low-density lipoprotein cholesterol levels,EFO_0004611
PGS000341,0.696969696969697,23,33,0,0,Systemic sclerosis,EFO_0000717
PGS000342,0.5454545454545454,6,11,0,0,Psoriatic arthritis,EFO_0003778
PGS000344,1.0,287,287,0,0,Breast cancer,EFO_0000305
PGS000345,1.0,229,229,0,0,Breast cancer,EFO_0000305
PGS000346,1.0,287,287,0,0,Estrogen receptor negative breast cancer,EFO_1000650
PGS000347,1.0,287,287,0,0,Estrogen receptor positive breast cancer,EFO_1000649
PGS000348,0.4583333333333333,33,72,0,0,Prostate cancer,EFO_0001663
PGS000349,0.9857142857142858,69,70,0,0,Coronary artery disease,EFO_0001645
PGS000350,0.5,6,12,0,0,Primary open-angle glaucoma,EFO_0004190
PGS000351,0.8333333333333334,25,30,0,0,Invasive epithelial ovarian cancer,EFO_0001075
PGS000352,0.8636363636363636,19,22,0,0,High grade serous ovarian cancer,EFO_1001958
PGS000353,1.0,14,14,0,0,Any Cancer,MONDO_0004992
PGS000354,1.0,1118667,1118667,0,0,Any Cancer,MONDO_0004992
PGS000355,1.0,15,15,0,0,Any Cancer,MONDO_0004992
PGS000356,0.9832402234636871,176,179,0,0,Any Cancer,MONDO_0004992
PGS000357,0.9333333333333333,42,45,0,0,Cancer of mouth,EFO_0005570
PGS000358,1.0,1119238,1119238,0,0,Cancer of mouth,EFO_0005570
PGS000359,1.0,931954,931954,0,0,Cancer of tongue,EFO_0003871
PGS000360,0.996875,25839,25920,0,0,Cancer of larynx,EFO_1000354
PGS000361,0.9974286917046864,87667,87893,0,0,Cancer of larynx,EFO_1000354
PGS000362,1.0,53,53,0,0,Cancer of larynx,EFO_1000354
PGS000363,1.0,1081646,1081646,0,0,Cancer of esophagus,MONDO_0007576
PGS000364,0.9980009995002499,1997,2001,0,0,Cancer of esophagus,MONDO_0007576
PGS000365,1.0,1070434,1070434,0,0,Cancer of esophagus,MONDO_0007576
PGS000366,1.0,1119238,1119238,0,0,Cancer of esophagus,MONDO_0007576
PGS000367,1.0,74,74,0,0,Colorectal cancer,EFO_0005842
PGS000368,1.0,74,74,0,0,Colorectal cancer,EFO_0005842
PGS000369,0.9876543209876543,80,81,0,0,Colorectal cancer,EFO_0005842
PGS000370,0.9885057471264368,86,87,0,0,Colorectal cancer,EFO_0005842
PGS000371,1.0,18,18,0,0,Colorectal cancer,EFO_0005842
PGS000372,1.0,27,27,0,0,Colorectal cancer,EFO_0005842
PGS000373,1.0,1119238,1119238,0,0,Colorectal cancer,EFO_0005842
PGS000374,1.0,41,41,0,0,Colorectal cancer,EFO_0005842
PGS000375,0.9945945945945946,368,370,0,0,Colorectal cancer,EFO_0005842
PGS000376,1.0,1111490,1111490,0,0,Colon cancer,EFO_1001950
PGS000377,0.9970046059670283,5723618,5740814,0,0,Colon cancer,EFO_1001950
PGS000378,1.0,1111399,1111399,0,0,Colon cancer,EFO_1001950
PGS000379,0.9970026734473088,5697963,5715093,0,0,Colon cancer,EFO_1001950
PGS000380,1.0,1119238,1119238,0,0,Colon cancer,EFO_1001950
PGS000381,1.0,12,12,0,0,Colon cancer,EFO_1001950
PGS000382,1.0,150,150,0,0,Colon cancer,EFO_1001950
PGS000383,1.0,1078799,1078799,0,0,Malignant neoplasm of rectum  rectosigmoid junction  and anus,EFO_1000657
PGS000384,1.0,1104018,1104018,0,0,Malignant neoplasm of rectum  rectosigmoid junction  and anus,EFO_1000657
PGS000385,1.0,17,17,0,0,Pancreatic cancer,EFO_0002618
PGS000386,1.0,10,10,0,0,Pancreatic cancer,EFO_0002618
PGS000387,0.9948790789392882,874831,879334,0,0,Cancer within the respiratory system,MONDO_0000376
PGS000388,1.0,1109069,1109069,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000389,1.0,21,21,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000390,1.0,21,21,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000391,1.0,14,14,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000392,1.0,19,19,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000393,1.0,1110438,1110438,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000394,1.0,1110438,1110438,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000395,1.0,1119238,1119238,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000396,0.9866666666666667,74,75,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000397,0.9881500426257459,46364,46920,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000398,1.0,1103220,1103220,0,0,Skin cancer,EFO_0009259
PGS000399,1.0,6,6,0,0,Skin cancer,EFO_0009259
PGS000400,0.968421052631579,92,95,0,0,Skin cancer,EFO_0009259
PGS000401,1.0,1111490,1111490,0,0,Skin cancer,EFO_0009259
PGS000402,0.9717223650385605,378,389,0,0,Skin cancer,EFO_0009259
PGS000403,0.9964452071586173,16258,16316,0,0,Skin cancer,EFO_0009259
PGS000404,0.95,76,80,0,0,Skin cancer,EFO_0009259
PGS000405,1.0,1119238,1119238,0,0,Skin cancer,EFO_0009259
PGS000406,0.976027397260274,285,292,0,0,Skin cancer,EFO_0009259
PGS000407,0.9895767530006317,3133,3166,0,0,Skin cancer,EFO_0009259
PGS000408,1.0,10,10,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000409,1.0,1111490,1111490,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000410,1.0,7,7,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000411,0.9837837837837838,182,185,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000412,1.0,16,16,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000413,1.0,1111490,1111490,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000414,1.0,21,21,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000415,0.994059405940594,502,505,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000416,1.0,9,9,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000417,1.0,1109519,1109519,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000418,1.0,9,9,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000419,0.9954128440366973,434,436,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000420,0.9863945578231292,145,147,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000421,1.0,18,18,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000422,1.0,18,18,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000423,0.9655172413793104,28,29,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000424,0.9629629629629629,26,27,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000425,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000426,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000427,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000428,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000429,1.0,12,12,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000430,1.0,1119238,1119238,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000431,1.0,15,15,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000432,0.9864864864864865,292,296,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000433,0.9537037037037037,103,108,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000434,1.0,1111490,1111490,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000435,0.9730941704035875,434,446,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000436,0.996090460724167,16561,16626,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000437,0.9523809523809523,60,63,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000438,1.0,1111490,1111490,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000439,0.974304068522484,455,467,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000440,0.994789199431549,2100,2111,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000441,0.961038961038961,74,77,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000442,1.0,1119238,1119238,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000443,0.9548022598870056,169,177,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000444,0.9897662840547642,7157,7231,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000445,0.7894736842105263,15,19,0,0,Basal cell carcinoma,EFO_0004193
PGS000446,1.0,1111490,1111490,0,0,Basal cell carcinoma,EFO_0004193
PGS000447,0.9444444444444444,68,72,0,0,Basal cell carcinoma,EFO_0004193
PGS000448,0.9781420765027322,179,183,0,0,Basal cell carcinoma,EFO_0004193
PGS000449,1.0,1073162,1073162,0,0,Basal cell carcinoma,EFO_0004193
PGS000450,1.0,8,8,0,0,Basal cell carcinoma,EFO_0004193
PGS000451,0.9968623935454953,2224,2231,0,0,Basal cell carcinoma,EFO_0004193
PGS000452,0.9285714285714286,26,28,0,0,Basal cell carcinoma,EFO_0004193
PGS000453,0.9285714285714286,26,28,0,0,Basal cell carcinoma,EFO_0004193
PGS000454,0.9259259259259259,25,27,0,0,Basal cell carcinoma,EFO_0004193
PGS000455,0.9285714285714286,26,28,0,0,Basal cell carcinoma,EFO_0004193
PGS000456,0.9666666666666667,29,30,0,0,Basal cell carcinoma,EFO_0004193
PGS000457,0.9666666666666667,29,30,0,0,Basal cell carcinoma,EFO_0004193
PGS000458,0.9565217391304348,22,23,0,0,Basal cell carcinoma,EFO_0004193
PGS000459,0.9583333333333334,23,24,0,0,Basal cell carcinoma,EFO_0004193
PGS000460,0.9971494272213576,4266942,4279140,0,0,Squamous cell carcinoma,EFO_0000707
PGS000461,1.0,13,13,0,0,Squamous cell carcinoma,EFO_0000707
PGS000462,1.0,13,13,0,0,Squamous cell carcinoma,EFO_0000707
PGS000463,1.0,7,7,0,0,Squamous cell carcinoma,EFO_0000707
PGS000464,1.0,14,14,0,0,Squamous cell carcinoma,EFO_0000707
PGS000465,1.0,10,10,0,0,Squamous cell carcinoma,EFO_0000707
PGS000466,1.0,10,10,0,0,Squamous cell carcinoma,EFO_0000707
PGS000467,1.0,6,6,0,0,Squamous cell carcinoma,EFO_0000707
PGS000468,1.0,9,9,0,0,Squamous cell carcinoma,EFO_0000707
PGS000469,1.0,1119238,1119238,0,0,Carcinoma in situ of skin,MONDO_0004641
PGS000470,0.8,4,5,0,0,Carcinoma in situ of skin,MONDO_0004641
PGS000471,1.0,7,7,0,0,Carcinoma in situ of skin,MONDO_0004641
PGS000472,0.9545454545454546,21,22,0,0,Breast cancer (female),EFO_0000305
PGS000473,1.0,1111495,1111495,0,0,Breast cancer (female),EFO_0000305
PGS000474,0.9705882352941176,66,68,0,0,Breast cancer (female),EFO_0000305
PGS000475,0.9970373822442662,29952,30041,0,0,Breast cancer (female),EFO_0000305
PGS000476,0.96875,31,32,0,0,Breast cancer (female),EFO_0000305
PGS000477,1.0,1111495,1111495,0,0,Breast cancer (female),EFO_0000305
PGS000478,0.9833333333333333,118,120,0,0,Breast cancer (female),EFO_0000305
PGS000479,0.9964711071901191,2259,2267,0,0,Breast cancer (female),EFO_0000305
PGS000480,0.95,19,20,0,0,Breast cancer (female),EFO_0000305
PGS000481,1.0,1111495,1111495,0,0,Breast cancer (female),EFO_0000305
PGS000482,0.9761904761904762,41,42,0,0,Breast cancer (female),EFO_0000305
PGS000483,0.9975290338522362,4037,4047,0,0,Breast cancer (female),EFO_0000305
PGS000484,0.96,24,25,0,0,Breast cancer (female),EFO_0000305
PGS000485,1.0,62,62,0,0,Breast cancer (female),EFO_0000305
PGS000486,1.0,86,86,0,0,Breast cancer (female),EFO_0000305
PGS000487,1.0,62,62,0,0,Breast cancer (female),EFO_0000305
PGS000488,1.0,79,79,0,0,Breast cancer (female),EFO_0000305
PGS000489,1.0,49,49,0,0,Breast cancer (female),EFO_0000305
PGS000490,1.0,49,49,0,0,Breast cancer (female),EFO_0000305
PGS000491,1.0,1119140,1119140,0,0,Breast cancer (female),EFO_0000305
PGS000492,1.0,1120410,1120410,0,0,Breast cancer (female),EFO_0000305
PGS000493,0.9953917050691244,216,217,0,0,Breast cancer (female),EFO_0000305
PGS000494,1.0,49,49,0,0,Breast cancer (female),EFO_0000305
PGS000495,1.0,18866,18866,0,0,Breast cancer (female),EFO_0000305
PGS000496,0.9999760444614795,41743,41744,0,0,Breast cancer (female),EFO_0000305
PGS000497,1.0,257,257,0,0,Breast cancer (female),EFO_0000305
PGS000498,1.0,257,257,0,0,Breast cancer (female),EFO_0000305
PGS000499,1.0,1119140,1119140,0,0,Breast cancer (female),EFO_0000305
PGS000500,1.0,1120410,1120410,0,0,Breast cancer (female),EFO_0000305
PGS000501,0.9929947460595446,1134,1142,0,0,Breast cancer (female),EFO_0000305
PGS000502,0.9919678714859438,741,747,0,0,Breast cancer (female),EFO_0000305
PGS000503,1.0,61635,61635,0,0,Breast cancer (female),EFO_0000305
PGS000504,0.9998653742595585,148540,148560,0,0,Breast cancer (female),EFO_0000305
PGS000505,1.0,334,334,0,0,Breast cancer (female),EFO_0000305
PGS000506,1.0,334,334,0,0,Breast cancer (female),EFO_0000305
PGS000507,1.0,1119140,1119140,0,0,Breast cancer (female),EFO_0000305
PGS000508,1.0,1120410,1120410,0,0,Breast cancer (female),EFO_0000305
PGS000509,0.9881500987491771,3002,3038,0,0,Breast cancer (female),EFO_0000305
PGS000510,0.9922711058263971,1669,1682,0,0,Breast cancer (female),EFO_0000305
PGS000511,0.9999831063959185,118386,118388,0,0,Breast cancer (female),EFO_0000305
PGS000512,0.9998706944755088,286107,286144,0,0,Breast cancer (female),EFO_0000305
PGS000513,0.975609756097561,40,41,0,0,Breast cancer (female),EFO_0000305
PGS000514,1.0,1119237,1119237,0,0,Breast cancer (female),EFO_0000305
PGS000515,0.9761904761904762,82,84,0,0,Breast cancer (female),EFO_0000305
PGS000516,0.9931202522574172,6929,6977,0,0,Breast cancer (female),EFO_0000305
PGS000517,1.0,10,10,0,0,Breast cancer (female),EFO_0000305
PGS000518,1.0,10,10,0,0,Breast cancer (female),EFO_0000305
PGS000519,1.0,1115376,1115376,0,0,Breast cancer (female),EFO_0000305
PGS000520,1.0,1116435,1116435,0,0,Breast cancer (female),EFO_0000305
PGS000521,1.0,9,9,0,0,Breast cancer (female),EFO_0000305
PGS000522,1.0,14,14,0,0,Breast cancer (female),EFO_0000305
PGS000523,1.0,270,270,0,0,Breast cancer (female),EFO_0000305
PGS000524,0.9892909896602659,2679,2708,0,0,Breast cancer (female),EFO_0000305
PGS000525,0.9883720930232558,85,86,0,0,Breast cancer (female),EFO_0000305
PGS000526,0.9883720930232558,85,86,0,0,Breast cancer (female),EFO_0000305
PGS000527,1.0,1115436,1115436,0,0,Breast cancer (female),EFO_0000305
PGS000528,1.0,1116495,1116495,0,0,Breast cancer (female),EFO_0000305
PGS000529,0.9838709677419355,305,310,0,0,Breast cancer (female),EFO_0000305
PGS000530,0.9885057471264368,172,174,0,0,Breast cancer (female),EFO_0000305
PGS000531,0.9958276375655438,97617,98026,0,0,Breast cancer (female),EFO_0000305
PGS000532,0.9854198908528142,12098,12277,0,0,Breast cancer (female),EFO_0000305
PGS000533,0.9727272727272728,107,110,0,0,Breast cancer (female),EFO_0000305
PGS000534,0.9727272727272728,107,110,0,0,Breast cancer (female),EFO_0000305
PGS000535,1.0,1115484,1115484,0,0,Breast cancer (female),EFO_0000305
PGS000536,1.0,1116546,1116546,0,0,Breast cancer (female),EFO_0000305
PGS000537,0.9834710743801653,357,363,0,0,Breast cancer (female),EFO_0000305
PGS000538,0.9764705882352941,83,85,0,0,Breast cancer (female),EFO_0000305
PGS000539,0.9943887557202005,18253,18356,0,0,Breast cancer (female),EFO_0000305
PGS000540,0.9853891542568137,7014,7118,0,0,Breast cancer (female),EFO_0000305
PGS000541,1.0,18,18,0,0,Malignant neoplasm of uterus,MONDO_0002715
PGS000542,1.0,20,20,0,0,Malignant neoplasm of uterus,MONDO_0002715
PGS000543,1.0,8,8,0,0,Cancer of other female genital organs,MONDO_0021148
PGS000544,1.0,21,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000545,1.0,21,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000546,1.0,1115189,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000547,0.6666666666666666,4,6,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000548,0.9986120749479528,1439,1441,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000549,0.875,14,16,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000550,1.0,1115189,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000551,0.8333333333333334,10,12,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000552,0.9997576873682426,41259,41269,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000553,0.9,9,10,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000554,1.0,1115189,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000555,0.8666666666666667,13,15,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000556,0.9995172962014293,486606,486841,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000557,1.0,1115187,1115187,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000558,0.9991832356615518,1097339,1098236,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000559,0.9047619047619048,19,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000560,0.9047619047619048,19,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000561,1.0,1114056,1114056,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000562,1.0,1115189,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000563,0.8333333333333334,10,12,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000564,0.999701923945443,110677,110710,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000565,1.0,21,21,0,0,Cancer of prostate,EFO_0001663
PGS000566,1.0,1111494,1111494,0,0,Cancer of prostate,EFO_0001663
PGS000567,0.9871794871794872,77,78,0,0,Cancer of prostate,EFO_0001663
PGS000568,0.9985724482512491,1399,1401,0,0,Cancer of prostate,EFO_0001663
PGS000569,0.9795918367346939,48,49,0,0,Cancer of prostate,EFO_0001663
PGS000570,1.0,1111493,1111493,0,0,Cancer of prostate,EFO_0001663
PGS000571,0.96,96,100,0,0,Cancer of prostate,EFO_0001663
PGS000572,0.9994472084024323,1808,1809,0,0,Cancer of prostate,EFO_0001663
PGS000573,1.0,31,31,0,0,Cancer of prostate,EFO_0001663
PGS000574,1.0,1111493,1111493,0,0,Cancer of prostate,EFO_0001663
PGS000575,0.9574468085106383,45,47,0,0,Cancer of prostate,EFO_0001663
PGS000576,0.9988950276243094,904,905,0,0,Cancer of prostate,EFO_0001663
PGS000577,0.9487179487179487,111,117,0,0,Cancer of prostate,EFO_0001663
PGS000578,0.9487179487179487,111,117,0,0,Cancer of prostate,EFO_0001663
PGS000579,0.9508196721311475,116,122,0,0,Cancer of prostate,EFO_0001663
PGS000580,0.9491525423728814,112,118,0,0,Cancer of prostate,EFO_0001663
PGS000581,0.9602122015915119,362,377,0,0,Cancer of prostate,EFO_0001663
PGS000582,0.9602122015915119,362,377,0,0,Cancer of prostate,EFO_0001663
PGS000583,1.0,1119311,1119311,0,0,Cancer of prostate,EFO_0001663
PGS000584,1.0,1120596,1120596,0,0,Cancer of prostate,EFO_0001663
PGS000585,0.9577248270561107,1246,1301,0,0,Cancer of prostate,EFO_0001663
PGS000586,0.9579667644183774,980,1023,0,0,Cancer of prostate,EFO_0001663
PGS000587,0.9995079112726172,26405,26418,0,0,Cancer of prostate,EFO_0001663
PGS000588,0.9996521914742033,178197,178259,0,0,Cancer of prostate,EFO_0001663
PGS000589,1.0,42,42,0,0,Cancer of prostate,EFO_0001663
PGS000590,1.0,1119236,1119236,0,0,Cancer of prostate,EFO_0001663
PGS000591,0.9875,79,80,0,0,Cancer of prostate,EFO_0001663
PGS000592,0.992503748125937,1324,1334,0,0,Cancer of prostate,EFO_0001663
PGS000593,0.9777777777777777,44,45,0,0,Cancer of other male genital organs,EFO_0007355
PGS000594,0.9587628865979382,93,97,0,0,Cancer of other male genital organs,EFO_0007355
PGS000595,0.7777777777777778,7,9,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000596,1.0,5,5,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000597,0.9948119325551232,767,771,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000598,0.8333333333333334,5,6,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000599,0.967741935483871,30,31,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000600,0.992,248,250,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000601,0.975,39,40,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000602,0.975,39,40,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000603,1.0,22,22,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000604,0.9772727272727273,43,44,0,0,Malignant neoplasm of testis,EFO_0005088
