Polygenic Score (PGS) ID,PGS Name,Reported Trait,Mapped Trait(s) (EFO label),Mapped Trait(s) (EFO ID),PGS Development Method,PGS Development Details/Relevant Parameters,Original Genome Build,Number of Variants,Number of Interaction Terms,Type of Variant Weight,PGS Publication (PGP) ID,Publication (PMID),Publication (doi),Score and results match the original publication,Ancestry Distribution (%) - Source of Variant Associations (GWAS),Ancestry Distribution (%) - Score Development/Training,Ancestry Distribution (%) - PGS Evaluation,FTP link,Release Date,License/Terms of Use
PGS000045,BCPRS_Overall,Breast cancer,breast carcinoma,EFO_0000305,Known susceptibility loci (genome-wide significant SNPs),"p<5x10-8, included indpendent SNPs from fine-mapping studies (p < 10-4)",GRCh37,88,0,NR,PGP000033,28376175,10.1093/jnci/djw302,True,European:100,,European:80|Not Reported:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000045/ScoringFiles/PGS000045.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000046,BCPRS_ER+,Estrogen receptor [ER]-positive breast cancer,estrogen-receptor positive breast cancer,EFO_1000649,Known susceptibility loci (genome-wide significant SNPs),"p<5x10-8, included indpendent SNPs from fine-mapping studies (p < 10-4)",GRCh37,87,0,NR,PGP000033,28376175,10.1093/jnci/djw302,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000046/ScoringFiles/PGS000046.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000047,BCPRS_ER-,Estrogen receptor [ER]-negative breast cancer,estrogen-receptor negative breast cancer,EFO_1000650,Known susceptibility loci (genome-wide significant SNPs),"p<5x10-8, included indpendent SNPs from fine-mapping studies (p < 10-4)",GRCh37,53,0,NR,PGP000033,28376175,10.1093/jnci/djw302,True,European:100,,European:75|Not Reported:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000047/ScoringFiles/PGS000047.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000048,OCPRS_Overall,Ovarian cancer,ovarian carcinoma,EFO_0001075,Known susceptibility loci (genome-wide significant SNPs),Most strongly associated variant from each asociated region (p<5x10-8),GRCh37,17,0,NR,PGP000033,28376175,10.1093/jnci/djw302,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000048/ScoringFiles/PGS000048.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000049,PRS103_PrCa,Prostate Cancer,prostate carcinoma,EFO_0001663,Known susceptibility loci (genome-wide significant SNPs),Sum of log(ORs),GRCh37,103,0,log(OR),PGP000034,28448241,10.1200/JCO.2016.69.4935,True,European:77.6|African:12|East Asian:8|Hispanic or Latin American:2.4,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000049/ScoringFiles/PGS000049.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000050,PRS44,Breast cancer,breast carcinoma,EFO_0000305,Genome-wide significant variants,SNPs confirmed to be associated with breast cancer risk in Asian women (p-value < 0.05),hg19,44,0,NR,PGP000035,27931260,10.1186/s13058-016-0786-1,True,East Asian:100,,East Asian:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000050/ScoringFiles/PGS000050.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000051,PRS67,Breast Cancer,breast carcinoma,EFO_0000305,Hard thresholding,"41 SNPs were identified with P<5xE-08  and additional 26 SNPs were further identified through familiar risk fitted disctribution of z scores in those SNPs that did not have associations reaching genome-wide levels of significance [ refer to Overall contribution to breast cancer susceptibility section of reference 8, Michailidou et al 2014]",NR,67,0,NR,PGP000036,30180161,10.1371/journal.pmed.1002644,True,European:100,,Multi-ancestry (including European):100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000051/ScoringFiles/PGS000051.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000052,sPRS161,Breast cancer,breast carcinoma,EFO_0000305,Genome-wide significant variants,p<5x10−8,GRCh37,161,0,NR,PGP000037,31186341,10.1136/jmedgenet-2019-106072,True,European:100,European:100,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000052/ScoringFiles/PGS000052.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000053,ALZ21_NIA-LOAD,Alzheimer's disease (late onset),late-onset Alzheimers disease,EFO_1001870,Genome-wide significant variants,P<5x10e-8 in discovery samples,GRCh37,21,0,NR,PGP000039,28213371,10.1212/WNL.0000000000003734,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000053/ScoringFiles/PGS000053.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000054,ALZ21_EFIGA,Alzheimer's disease (late onset),late-onset Alzheimers disease,EFO_1001870,Genome-wide significant variants,P<5x10e-8 in discovery samples,GRCh37,21,0,NR,PGP000039,28213371,10.1212/WNL.0000000000003734,True,European:100,,Hispanic or Latin American:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000054/ScoringFiles/PGS000054.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000055,PRS_CRC,Colorectal cancer,colorectal cancer,EFO_0005842,Known susceptibility variants (genome-wide significant SNPs),"Replicated p-values (discovery p-value < 5e-8, replication p-value < 0.05)",hg19,76,0,NR,PGP000040,29917119,10.1093/jnci/djy099,True,European:91.1|African:8.9,,East Asian:50|European:50,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000055/ScoringFiles/PGS000055.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000056,PD_PRS,Parkinson Disease,Parkinson disease,MONDO_0005180,Genome-wide significant variants,,hg38,23,0,NR,PGP000041,29340614,10.1001/jamaneurol.2017.4206,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000056/ScoringFiles/PGS000056.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000057,CHD57,Coronary heart disease,coronary artery disease,EFO_0001645,Hard thresholding,"Independent variants associated with CHD, with suitable proxies (r2 > 0.8) in the cohorts",hg19,57,0,NR,PGP000042,28223407,10.1161/CIRCULATIONAHA.116.024436,True,European:52.1|Multi-ancestry (including European):38.7|South Asian:5.1|East Asian:2.3|Hispanic or Latin American:0.8|African:0.6|Greater Middle Eastern:0.5,,Not Reported:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000057/ScoringFiles/PGS000057.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000058,CAD_GRS_204,Coronary artery disease,coronary artery disease,EFO_0001645,Genome-wide significant variants,Variants with a genome-wide significant associations with CAD in GWAS and exome-wide association studies published as of December 2017,hg19,204,0,NR,PGP000043,30262460,10.2337/dc18-0709,True,European:41.1|Multi-ancestry (including European):34.6|Not Reported:20.1|South Asian:2.7|East Asian:0.8|Hispanic or Latin American:0.3|African:0.2|Greater Middle Eastern:0.2,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000058/ScoringFiles/PGS000058.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000059,CHD46,Coronary heart disease,coronary artery disease,EFO_0001645,Literature-derived SNP selection,,NR,46,0,NR,PGP000044,30354305,10.1161/CIRCGEN.118.002324,True,European:51.4|Multi-ancestry (including European):36|South Asian:7.5|East Asian:3.4|Hispanic or Latin American:0.8|African:0.6|Greater Middle Eastern:0.4,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000059/ScoringFiles/PGS000059.txt.gz,2019-12-18,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000060,GRS_HDL,high-density lipoprotein (HDL) cholesterol,high density lipoprotein cholesterol measurement,EFO_0004612,Genome-wide significant variants,p < 5e-8,NR,46,0,beta,PGP000045,25951326,10.1371/journal.pone.0126361,True,European:100,,African:25|Hispanic or Latin American:25|East Asian:25|European:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000060/ScoringFiles/PGS000060.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000061,GRS_LDL,low-density lipoprotein (LDL) cholesterol,low density lipoprotein cholesterol measurement,EFO_0004611,Genome-wide significant variants,p < 5e-8,NR,37,0,beta,PGP000045,25951326,10.1371/journal.pone.0126361,True,European:100,,African:25|Hispanic or Latin American:25|East Asian:25|European:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000061/ScoringFiles/PGS000061.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000062,GRS_TC,total cholesterol,total cholesterol measurement,EFO_0004574,Genome-wide significant variants,p < 5e-8,NR,52,0,beta,PGP000045,25951326,10.1371/journal.pone.0126361,True,European:100,,African:25|Hispanic or Latin American:25|East Asian:25|European:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000062/ScoringFiles/PGS000062.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000063,GRS_TG,triglycerides,triglyceride measurement,EFO_0004530,Genome-wide significant variants,p < 5e-8,NR,32,0,beta,PGP000045,25951326,10.1371/journal.pone.0126361,True,European:100,,African:25|Hispanic or Latin American:25|East Asian:25|European:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000063/ScoringFiles/PGS000063.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000064,GLGC2017_HDL,High density lipoprotein (HDL) cholesterol,high density lipoprotein cholesterol measurement,EFO_0004612,Established Lipid Loci; independent genome-wide significant variants,"MAF < 0.01, Imputation r2 < 0.8, clumping based on  r2 > 0.1, overlap of SNPs between study cohorts",hg19,120,0,NR,PGP000046,31551420,10.1038/s41467-019-12026-7,True,European:81.6|South Asian:9.2|African:5.1|East Asian:2.5|Hispanic or Latin American:1.5,,European:60|African:20|East Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000064/ScoringFiles/PGS000064.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000065,GLGC2017_LDL,Low density lipoprotein (LDL) cholesterol,low density lipoprotein cholesterol measurement,EFO_0004611,Established Lipid Loci; independent genome-wide significant variants,"MAF < 0.01, Imputation r2 < 0.8, clumping based on  r2 > 0.1, overlap of SNPs between study cohorts",hg19,103,0,NR,PGP000046,31551420,10.1038/s41467-019-12026-7,True,European:81.6|South Asian:9.2|African:5.1|East Asian:2.5|Hispanic or Latin American:1.5,,European:60|African:20|East Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000065/ScoringFiles/PGS000065.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000066,GLGC2017_TG,Triglycerides (TG),triglyceride measurement,EFO_0004530,Established Lipid Loci; independent genome-wide significant variants,"MAF < 0.01, Imputation r2 < 0.8, clumping based on  r2 > 0.1, overlap of SNPs between study cohorts",hg19,101,0,NR,PGP000046,31551420,10.1038/s41467-019-12026-7,True,European:81.6|South Asian:9.2|African:5.1|East Asian:2.5|Hispanic or Latin American:1.5,,European:60|African:20|East Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000066/ScoringFiles/PGS000066.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000067,PCa_PHS,Prostate cancer,prostate carcinoma,EFO_0001663,Polygenic Hazard Score,Trend test p-value < 1e-6; selection of SNPs by logistic regresssion; SNP weights determined by Cox proportional hazards regression,GRCh37,54,0,log(HR),PGP000047,29321194,10.1136/bmj.j5757,True,,European:100,European:50|African:20|Multi-ancestry (including European):20|Additional Asian Ancestries:10,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000067/ScoringFiles/PGS000067.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000068,PRS_EOC,Epithelial ovarian cancer,ovarian carcinoma,EFO_0001075,Genome-wide significant variants,P < 5x10-8 in GWAS for any type of EOC,GRCh37,15,0,log(OR),PGP000048,29730597,10.1136/jmedgenet-2018-105313,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000068/ScoringFiles/PGS000068.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS000069,PRS_sEOC,Serous epithelial ovarian cancer,ovarian serous carcinoma,EFO_1001516,Genome-wide significant variants,P < 5x10-8 in GWAS for any type of EOC,GRCh37,15,0,log(OR),PGP000048,29730597,10.1136/jmedgenet-2018-105313,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000069/ScoringFiles/PGS000069.txt.gz,2020-02-12,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
