score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS000326,0.9166666666666666,11,12,0,0,Rheumatoid-factor-negative Polyarthritis (Juvenile Idiophatic Arthritis),EFO_1002020
PGS000327,0.9158092740901188,32133,35087,0,0,Autism spectrum disorder,EFO_0003756
PGS000328,0.3157894736842105,18,57,0,0,Systemic lupus erythematosus ,MONDO_0007915
PGS000329,0.9969415389453642,6403520,6423165,0,0,Coronary heart disease,EFO_0001645
PGS000330,0.9958963118535802,6410963,6437380,0,0,Type 2 diabetes,MONDO_0005148
PGS000331,0.9585713190632998,5927320,6183494,0,0,Atrial fibrillation,EFO_0000275
PGS000332,0.9607580136971726,6140020,6390808,0,0,Breast cancer,EFO_0000305
PGS000333,0.9597062716586056,6340573,6606785,0,0,Prostate cancer,EFO_0001663
PGS000334,0.7272727272727273,16,22,0,0,Late-onset Alzheimer’s disease ,EFO_1001870
PGS000335,0.999571861079114,1078627,1079089,0,0,Breast cancer,EFO_0000305
PGS000336,0.8178913738019169,256,313,0,0,Chronotype,EFO_0008328
PGS000338,0.7938144329896907,77,97,0,0,Atrial fibrillation ,EFO_0000275
PGS000339,1.0,22,22,0,0,Cutaneous melanoma,EFO_0000389
PGS000340,0.0,0,28,0,0,Low-density lipoprotein cholesterol levels,EFO_0004611
PGS000341,0.696969696969697,23,33,0,0,Systemic sclerosis,EFO_0000717
PGS000342,0.5454545454545454,6,11,0,0,Psoriatic arthritis,EFO_0003778
PGS000344,0.7909407665505227,227,287,0,0,Breast cancer,EFO_0000305
PGS000345,0.8078602620087336,185,229,0,0,Breast cancer,EFO_0000305
PGS000346,0.7909407665505227,227,287,0,0,Estrogen receptor negative breast cancer,EFO_1000650
PGS000347,0.7909407665505227,227,287,0,0,Estrogen receptor positive breast cancer,EFO_1000649
PGS000348,0.4583333333333333,33,72,0,0,Prostate cancer,EFO_0001663
PGS000349,0.9714285714285714,68,70,0,0,Coronary artery disease,EFO_0001645
PGS000350,0.5,6,12,0,0,Primary open-angle glaucoma,EFO_0004190
PGS000351,0.7666666666666667,23,30,0,0,Invasive epithelial ovarian cancer,EFO_0001075
PGS000352,0.7727272727272727,17,22,0,0,High grade serous ovarian cancer,EFO_1001958
PGS000353,1.0,14,14,0,0,Any Cancer,MONDO_0004992
PGS000354,1.0,1118667,1118667,0,0,Any Cancer,MONDO_0004992
PGS000355,1.0,15,15,0,0,Any Cancer,MONDO_0004992
PGS000356,1.0,179,179,0,0,Any Cancer,MONDO_0004992
PGS000357,0.9333333333333333,42,45,0,0,Cancer of mouth,EFO_0005570
PGS000358,0.9999946392098911,1119232,1119238,0,0,Cancer of mouth,EFO_0005570
PGS000359,1.0,931954,931954,0,0,Cancer of tongue,EFO_0003871
PGS000360,1.0,25920,25920,0,0,Cancer of larynx,EFO_1000354
PGS000361,1.0,87893,87893,0,0,Cancer of larynx,EFO_1000354
PGS000362,1.0,53,53,0,0,Cancer of larynx,EFO_1000354
PGS000363,1.0,1081646,1081646,0,0,Cancer of esophagus,MONDO_0007576
PGS000364,1.0,2001,2001,0,0,Cancer of esophagus,MONDO_0007576
PGS000365,1.0,1070434,1070434,0,0,Cancer of esophagus,MONDO_0007576
PGS000366,0.9999946392098911,1119232,1119238,0,0,Cancer of esophagus,MONDO_0007576
PGS000367,1.0,74,74,0,0,Colorectal cancer,EFO_0005842
PGS000368,1.0,74,74,0,0,Colorectal cancer,EFO_0005842
PGS000369,1.0,81,81,0,0,Colorectal cancer,EFO_0005842
PGS000370,1.0,87,87,0,0,Colorectal cancer,EFO_0005842
PGS000371,1.0,18,18,0,0,Colorectal cancer,EFO_0005842
PGS000372,1.0,27,27,0,0,Colorectal cancer,EFO_0005842
PGS000373,0.9999946392098911,1119232,1119238,0,0,Colorectal cancer,EFO_0005842
PGS000374,1.0,41,41,0,0,Colorectal cancer,EFO_0005842
PGS000375,1.0,370,370,0,0,Colorectal cancer,EFO_0005842
PGS000376,1.0,1111490,1111490,0,0,Colon cancer,EFO_1001950
PGS000377,0.9996308885813057,5738695,5740814,0,0,Colon cancer,EFO_1001950
PGS000378,1.0,1111399,1111399,0,0,Colon cancer,EFO_1001950
PGS000379,0.9996372762437986,5713020,5715093,0,0,Colon cancer,EFO_1001950
PGS000380,0.9999946392098911,1119232,1119238,0,0,Colon cancer,EFO_1001950
PGS000381,1.0,12,12,0,0,Colon cancer,EFO_1001950
PGS000382,1.0,150,150,0,0,Colon cancer,EFO_1001950
PGS000383,1.0,1078799,1078799,0,0,Malignant neoplasm of rectum  rectosigmoid junction  and anus,EFO_1000657
PGS000384,1.0,1104018,1104018,0,0,Malignant neoplasm of rectum  rectosigmoid junction  and anus,EFO_1000657
PGS000385,1.0,17,17,0,0,Pancreatic cancer,EFO_0002618
PGS000386,1.0,10,10,0,0,Pancreatic cancer,EFO_0002618
PGS000387,0.9999192570741038,879263,879334,0,0,Cancer within the respiratory system,MONDO_0000376
PGS000388,1.0,1109069,1109069,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000389,1.0,21,21,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000390,1.0,21,21,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000391,1.0,14,14,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000392,1.0,19,19,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000393,1.0,1110438,1110438,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000394,1.0,1110438,1110438,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000395,0.9999946392098911,1119232,1119238,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000396,1.0,75,75,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000397,1.0,46920,46920,0,0,Cancer of bronchus; lung,MONDO_0001672
PGS000398,1.0,1103220,1103220,0,0,Skin cancer,EFO_0009259
PGS000399,1.0,6,6,0,0,Skin cancer,EFO_0009259
PGS000400,1.0,95,95,0,0,Skin cancer,EFO_0009259
PGS000401,1.0,1111490,1111490,0,0,Skin cancer,EFO_0009259
PGS000402,0.9897172236503856,385,389,0,0,Skin cancer,EFO_0009259
PGS000403,0.999938710468252,16315,16316,0,0,Skin cancer,EFO_0009259
PGS000404,1.0,80,80,0,0,Skin cancer,EFO_0009259
PGS000405,0.9999946392098911,1119232,1119238,0,0,Skin cancer,EFO_0009259
PGS000406,1.0,292,292,0,0,Skin cancer,EFO_0009259
PGS000407,1.0,3166,3166,0,0,Skin cancer,EFO_0009259
PGS000408,1.0,10,10,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000409,1.0,1111490,1111490,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000410,1.0,7,7,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000411,1.0,185,185,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000412,1.0,16,16,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000413,1.0,1111490,1111490,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000414,1.0,21,21,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000415,1.0,505,505,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000416,1.0,9,9,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000417,1.0,1109519,1109519,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000418,1.0,9,9,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000419,1.0,436,436,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000420,0.9863945578231292,145,147,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000421,1.0,18,18,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000422,1.0,18,18,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000423,1.0,29,29,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000424,1.0,27,27,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000425,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000426,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000427,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000428,1.0,20,20,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000429,1.0,12,12,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000430,0.9999946392098911,1119232,1119238,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000431,1.0,15,15,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000432,1.0,296,296,0,0,Melanomas of skin (diagnosis or history),EFO_0000756
PGS000433,1.0,108,108,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000434,1.0,1111490,1111490,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000435,0.9887892376681614,441,446,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000436,1.0,16626,16626,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000437,1.0,63,63,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000438,1.0,1111490,1111490,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000439,0.9828693790149893,459,467,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000440,1.0,2111,2111,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000441,1.0,77,77,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000442,0.9999946392098911,1119232,1119238,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000443,1.0,177,177,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000444,1.0,7231,7231,0,0,Other non-epithelial cancer of skin,MONDO_0002898
PGS000445,1.0,19,19,0,0,Basal cell carcinoma,EFO_0004193
PGS000446,1.0,1111490,1111490,0,0,Basal cell carcinoma,EFO_0004193
PGS000447,1.0,72,72,0,0,Basal cell carcinoma,EFO_0004193
PGS000448,1.0,183,183,0,0,Basal cell carcinoma,EFO_0004193
PGS000449,1.0,1073162,1073162,0,0,Basal cell carcinoma,EFO_0004193
PGS000450,1.0,8,8,0,0,Basal cell carcinoma,EFO_0004193
PGS000451,1.0,2231,2231,0,0,Basal cell carcinoma,EFO_0004193
PGS000452,1.0,28,28,0,0,Basal cell carcinoma,EFO_0004193
PGS000453,1.0,28,28,0,0,Basal cell carcinoma,EFO_0004193
PGS000454,1.0,27,27,0,0,Basal cell carcinoma,EFO_0004193
PGS000455,1.0,28,28,0,0,Basal cell carcinoma,EFO_0004193
PGS000456,1.0,30,30,0,0,Basal cell carcinoma,EFO_0004193
PGS000457,1.0,30,30,0,0,Basal cell carcinoma,EFO_0004193
PGS000458,1.0,23,23,0,0,Basal cell carcinoma,EFO_0004193
PGS000459,1.0,24,24,0,0,Basal cell carcinoma,EFO_0004193
PGS000460,0.999755792051674,4278095,4279140,0,0,Squamous cell carcinoma,EFO_0000707
PGS000461,1.0,13,13,0,0,Squamous cell carcinoma,EFO_0000707
PGS000462,1.0,13,13,0,0,Squamous cell carcinoma,EFO_0000707
PGS000463,1.0,7,7,0,0,Squamous cell carcinoma,EFO_0000707
PGS000464,1.0,14,14,0,0,Squamous cell carcinoma,EFO_0000707
PGS000465,1.0,10,10,0,0,Squamous cell carcinoma,EFO_0000707
PGS000466,1.0,10,10,0,0,Squamous cell carcinoma,EFO_0000707
PGS000467,1.0,6,6,0,0,Squamous cell carcinoma,EFO_0000707
PGS000468,1.0,9,9,0,0,Squamous cell carcinoma,EFO_0000707
PGS000469,0.9999946392098911,1119232,1119238,0,0,Carcinoma in situ of skin,MONDO_0004641
PGS000470,1.0,5,5,0,0,Carcinoma in situ of skin,MONDO_0004641
PGS000471,1.0,7,7,0,0,Carcinoma in situ of skin,MONDO_0004641
PGS000472,1.0,22,22,0,0,Breast cancer (female),EFO_0000305
PGS000473,1.0,1111495,1111495,0,0,Breast cancer (female),EFO_0000305
PGS000474,0.9852941176470589,67,68,0,0,Breast cancer (female),EFO_0000305
PGS000475,1.0,30041,30041,0,0,Breast cancer (female),EFO_0000305
PGS000476,1.0,32,32,0,0,Breast cancer (female),EFO_0000305
PGS000477,1.0,1111495,1111495,0,0,Breast cancer (female),EFO_0000305
PGS000478,0.9916666666666667,119,120,0,0,Breast cancer (female),EFO_0000305
PGS000479,1.0,2267,2267,0,0,Breast cancer (female),EFO_0000305
PGS000480,1.0,20,20,0,0,Breast cancer (female),EFO_0000305
PGS000481,1.0,1111495,1111495,0,0,Breast cancer (female),EFO_0000305
PGS000482,1.0,42,42,0,0,Breast cancer (female),EFO_0000305
PGS000483,1.0,4047,4047,0,0,Breast cancer (female),EFO_0000305
PGS000484,0.96,24,25,0,0,Breast cancer (female),EFO_0000305
PGS000485,1.0,62,62,0,0,Breast cancer (female),EFO_0000305
PGS000486,1.0,86,86,0,0,Breast cancer (female),EFO_0000305
PGS000487,1.0,62,62,0,0,Breast cancer (female),EFO_0000305
PGS000488,1.0,79,79,0,0,Breast cancer (female),EFO_0000305
PGS000489,1.0,49,49,0,0,Breast cancer (female),EFO_0000305
PGS000490,1.0,49,49,0,0,Breast cancer (female),EFO_0000305
PGS000491,0.9999928516539486,1119132,1119140,0,0,Breast cancer (female),EFO_0000305
PGS000492,0.9997652645013879,1120147,1120410,0,0,Breast cancer (female),EFO_0000305
PGS000493,0.9953917050691244,216,217,0,0,Breast cancer (female),EFO_0000305
PGS000494,1.0,49,49,0,0,Breast cancer (female),EFO_0000305
PGS000495,0.999204918901728,18851,18866,0,0,Breast cancer (female),EFO_0000305
PGS000496,0.8171952855500192,34113,41744,0,0,Breast cancer (female),EFO_0000305
PGS000497,0.9922178988326849,255,257,0,0,Breast cancer (female),EFO_0000305
PGS000498,0.9922178988326849,255,257,0,0,Breast cancer (female),EFO_0000305
PGS000499,0.9999928516539486,1119132,1119140,0,0,Breast cancer (female),EFO_0000305
PGS000500,0.9997652645013879,1120147,1120410,0,0,Breast cancer (female),EFO_0000305
PGS000501,0.9868651488616462,1127,1142,0,0,Breast cancer (female),EFO_0000305
PGS000502,0.9866131191432396,737,747,0,0,Breast cancer (female),EFO_0000305
PGS000503,0.9977123387685568,61494,61635,0,0,Breast cancer (female),EFO_0000305
PGS000504,0.7979738826063544,118547,148560,0,0,Breast cancer (female),EFO_0000305
PGS000505,0.9940119760479041,332,334,0,0,Breast cancer (female),EFO_0000305
PGS000506,0.9940119760479041,332,334,0,0,Breast cancer (female),EFO_0000305
PGS000507,0.9999928516539486,1119132,1119140,0,0,Breast cancer (female),EFO_0000305
PGS000508,0.9997652645013879,1120147,1120410,0,0,Breast cancer (female),EFO_0000305
PGS000509,0.9861751152073732,2996,3038,0,0,Breast cancer (female),EFO_0000305
PGS000510,0.9887039239001189,1663,1682,0,0,Breast cancer (female),EFO_0000305
PGS000511,0.9979727675102207,118148,118388,0,0,Breast cancer (female),EFO_0000305
PGS000512,0.8030432229926191,229786,286144,0,0,Breast cancer (female),EFO_0000305
PGS000513,1.0,41,41,0,0,Breast cancer (female),EFO_0000305
PGS000514,0.9999946392051013,1119231,1119237,0,0,Breast cancer (female),EFO_0000305
PGS000515,0.9880952380952381,83,84,0,0,Breast cancer (female),EFO_0000305
PGS000516,1.0,6977,6977,0,0,Breast cancer (female),EFO_0000305
PGS000517,1.0,10,10,0,0,Breast cancer (female),EFO_0000305
PGS000518,1.0,10,10,0,0,Breast cancer (female),EFO_0000305
PGS000519,0.9999937240894551,1115369,1115376,0,0,Breast cancer (female),EFO_0000305
PGS000520,0.9998289197311084,1116244,1116435,0,0,Breast cancer (female),EFO_0000305
PGS000521,1.0,9,9,0,0,Breast cancer (female),EFO_0000305
PGS000522,1.0,14,14,0,0,Breast cancer (female),EFO_0000305
PGS000523,1.0,270,270,0,0,Breast cancer (female),EFO_0000305
PGS000524,0.8578286558345642,2323,2708,0,0,Breast cancer (female),EFO_0000305
PGS000525,0.9883720930232558,85,86,0,0,Breast cancer (female),EFO_0000305
PGS000526,0.9883720930232558,85,86,0,0,Breast cancer (female),EFO_0000305
PGS000527,0.9999937244270402,1115429,1115436,0,0,Breast cancer (female),EFO_0000305
PGS000528,0.9998289289248944,1116304,1116495,0,0,Breast cancer (female),EFO_0000305
PGS000529,0.9741935483870968,302,310,0,0,Breast cancer (female),EFO_0000305
PGS000530,0.9712643678160919,169,174,0,0,Breast cancer (female),EFO_0000305
PGS000531,0.998398384102177,97869,98026,0,0,Breast cancer (female),EFO_0000305
PGS000532,0.8523254866824143,10464,12277,0,0,Breast cancer (female),EFO_0000305
PGS000533,0.9636363636363636,106,110,0,0,Breast cancer (female),EFO_0000305
PGS000534,0.9636363636363636,106,110,0,0,Breast cancer (female),EFO_0000305
PGS000535,0.9999937246970821,1115477,1115484,0,0,Breast cancer (female),EFO_0000305
PGS000536,0.9998289367388357,1116355,1116546,0,0,Breast cancer (female),EFO_0000305
PGS000537,0.9807162534435262,356,363,0,0,Breast cancer (female),EFO_0000305
PGS000538,0.9764705882352941,83,85,0,0,Breast cancer (female),EFO_0000305
PGS000539,0.9972760950098061,18306,18356,0,0,Breast cancer (female),EFO_0000305
PGS000540,0.8551559426805282,6087,7118,0,0,Breast cancer (female),EFO_0000305
PGS000541,1.0,18,18,0,0,Malignant neoplasm of uterus,MONDO_0002715
PGS000542,1.0,20,20,0,0,Malignant neoplasm of uterus,MONDO_0002715
PGS000543,1.0,8,8,0,0,Cancer of other female genital organs,MONDO_0021148
PGS000544,1.0,21,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000545,1.0,21,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000546,0.9997695457899961,1114932,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000547,1.0,6,6,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000548,0.7890353920888272,1137,1441,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000549,1.0,16,16,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000550,0.9997695457899961,1114932,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000551,1.0,12,12,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000552,0.7988320531149289,32967,41269,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000553,1.0,10,10,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000554,0.9997695457899961,1114932,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000555,0.9333333333333333,14,15,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000556,0.7330791778013767,356893,486841,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000557,0.9997695453766947,1114930,1115187,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000558,0.736571192348457,808929,1098236,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000559,1.0,21,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000560,1.0,21,21,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000561,0.9999937166533819,1114049,1114056,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000562,0.9997695457899961,1114932,1115189,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000563,1.0,12,12,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000564,0.7992593261674645,88486,110710,0,0,Malignant neoplasm of ovary,EFO_0003893
PGS000565,1.0,21,21,0,0,Cancer of prostate,EFO_0001663
PGS000566,1.0,1111494,1111494,0,0,Cancer of prostate,EFO_0001663
PGS000567,0.9871794871794872,77,78,0,0,Cancer of prostate,EFO_0001663
PGS000568,1.0,1401,1401,0,0,Cancer of prostate,EFO_0001663
PGS000569,0.9795918367346939,48,49,0,0,Cancer of prostate,EFO_0001663
PGS000570,1.0,1111493,1111493,0,0,Cancer of prostate,EFO_0001663
PGS000571,0.96,96,100,0,0,Cancer of prostate,EFO_0001663
PGS000572,1.0,1809,1809,0,0,Cancer of prostate,EFO_0001663
PGS000573,1.0,31,31,0,0,Cancer of prostate,EFO_0001663
PGS000574,1.0,1111493,1111493,0,0,Cancer of prostate,EFO_0001663
PGS000575,0.9574468085106383,45,47,0,0,Cancer of prostate,EFO_0001663
PGS000576,1.0,905,905,0,0,Cancer of prostate,EFO_0001663
PGS000577,0.9487179487179487,111,117,0,0,Cancer of prostate,EFO_0001663
PGS000578,0.9487179487179487,111,117,0,0,Cancer of prostate,EFO_0001663
PGS000579,0.9508196721311475,116,122,0,0,Cancer of prostate,EFO_0001663
PGS000580,0.9491525423728814,112,118,0,0,Cancer of prostate,EFO_0001663
PGS000581,0.9575596816976127,361,377,0,0,Cancer of prostate,EFO_0001663
PGS000582,0.9575596816976127,361,377,0,0,Cancer of prostate,EFO_0001663
PGS000583,0.9999928527460197,1119303,1119311,0,0,Cancer of prostate,EFO_0001663
PGS000584,0.9997653034635141,1120333,1120596,0,0,Cancer of prostate,EFO_0001663
PGS000585,0.9561875480399693,1244,1301,0,0,Cancer of prostate,EFO_0001663
PGS000586,0.9560117302052786,978,1023,0,0,Cancer of prostate,EFO_0001663
PGS000587,0.9990915285032932,26394,26418,0,0,Cancer of prostate,EFO_0001663
PGS000588,0.7965993301880971,142001,178259,0,0,Cancer of prostate,EFO_0001663
PGS000589,1.0,42,42,0,0,Cancer of prostate,EFO_0001663
PGS000590,0.9999946392003116,1119230,1119236,0,0,Cancer of prostate,EFO_0001663
PGS000591,1.0,80,80,0,0,Cancer of prostate,EFO_0001663
PGS000592,1.0,1334,1334,0,0,Cancer of prostate,EFO_0001663
PGS000593,0.9777777777777777,44,45,0,0,Cancer of other male genital organs,EFO_0007355
PGS000594,0.9587628865979382,93,97,0,0,Cancer of other male genital organs,EFO_0007355
PGS000595,0.7777777777777778,7,9,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000596,1.0,5,5,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000597,1.0,771,771,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000598,0.8333333333333334,5,6,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000599,0.967741935483871,30,31,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000600,1.0,250,250,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000601,0.975,39,40,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000602,0.975,39,40,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000603,1.0,22,22,0,0,Malignant neoplasm of testis,EFO_0005088
PGS000604,0.9772727272727273,43,44,0,0,Malignant neoplasm of testis,EFO_0005088
